season,site,kartez,allometry,metric,value,n_zero_mean,biomass_mean,n_quads
S,B,ERDI2,BIM,cv,3.872983346207417,14,0.00194,1
S,B,EVNU,BIM,cv,1.9032953526653513,9,0.11159225,4
S,B,GACO5,BIM,cv,2.065094241338985,5.833333333333333,1.7231677222222224,6
S,B,GASUN,BIM,cv,3.4772144486756718,13.25,0.05981666666666667,4
S,B,GLBI2,BIM,cv,3.0421934273609237,12.368421052631579,0.13510180701754385,19
S,B,GRCL,BIM,cv,1.2424528445518992,4,11.51359,1
S,B,GUSA2,BIM,cv,3.872983346207417,14,0.12596666666666667,1
S,B,HODR,BIM,cv,1.7568640583122783,10,0.07979999999999998,2
S,B,HORU,BIM,cv,3.872983346207417,14,0.00125033333333333,1
S,B,HYFIC,BIM,cv,3.6489383018807158,12.857142857142858,0.4465679047619048,14
S,B,HYVE,BIM,cv,2.761836497581223,12.333333333333334,0.18129833333333334,3
S,B,IPLA2,BIM,cv,3.872983346207417,14,0.00194,1
S,B,IPPU4,BIM,cv,3.720137090021635,13.857142857142858,0.038338095238095234,7
S,B,LEDE,BIM,cv,3.062559779793649,12.6,0.027548,5
S,B,LEFE,BIM,cv,3.872983346207417,14,0.11886333333333333,3
S,B,LIIN2,BIM,cv,3.872983346207417,14,0.093775,1
S,B,LIPU4,BIM,cv,3.3088888459525574,13.214285714285714,0.01944619047619047,14
S,B,MAFE,BIM,cv,3.3710122904904924,13.142857142857142,0.04656,14
S,B,MAPIP,BIM,cv,3.359835948974024,13,0.07954771428571428,7
S,B,MELE2,BIM,cv,3.446056355551427,12.923076923076923,0.23106605128205127,13
S,B,MIAL4,BIM,cv,2.9786035579921233,11.714285714285714,0.285076,7
S,B,MILI3,BIM,cv,2.856676085309326,12,0.1466890476190476,7
S,B,MUAR2,BIM,cv,1.8458213234763001,7.269230769230769,1.102757923076923,26
S,B,"NAHI",BIM,cv,3.8729833462074175,14,0.00808333333333333,1
S,B,OECA10,BIM,cv,3.3146626092103606,12.75,0.14873756944444444,24
S,B,PEFE,BIM,cv,0.7909760141786449,2,1.3838333333333332,1
S,B,PHCR,BIM,cv,3.1936833797511652,12.666666666666666,0.05431999999999999,9
S,B,PLJA,BIM,cv,2.1644312267812054,6.916666666666667,4.499452222222222,12
S,B,PLPA2,BIM,cv,1.7770536996113226,7.066666666666666,0.16879235555555555,30
S,B,POOL,BIM,cv,3.872983346207417,14,6.953333333333333e-4,2
S,B,PSTAT,BIM,cv,3.872983346207417,14,0.00125033333333333,1
S,B,SATR12,BIM,cv,2.4510143195120855,10.6,0.2912722222222222,30
S,B,SCBR2,BIM,cv,1.6919016051738458,6,0.96406,4
S,B,SEBA3,BIM,cv,3.1341159488148582,12.8,0.015003999999999997,5
S,B,SEDI3,BIM,cv,3.3765753016169926,13,0.16684888888888888,3
S,B,SEFLF,BIM,cv,3.626907144835086,13.533333333333333,0.48188666666666663,15
S,B,SOEL,BIM,cv,2.385694150476673,10.142857142857142,0.09944761904761905,7
S,B,SPHA,BIM,cv,2.7424077071650794,9.842105263157896,0.6801622807017544,19
S,B,SPORO,BIM,cv,2.2159260558644207,8.4,0.9027997866666667,25
S,B,SPPO6,BIM,cv,3.662495970876964,13.666666666666666,0.04918944444444444,6
S,B,STPA4,BIM,cv,2.207945295172946,7.75,0.7549208333333334,4
S,B,TECO,BIM,cv,2.7862449883888223,11.5,0.10732027777777778,6
S,B,TOAN,BIM,cv,3.872983346207417,14,0.0026944444444444364,3
S,B,ZIGR,BIM,cv,3.092601880187617,12,0.12756,5
S,C,APRAH,BIM,cv,3.872983346207417,14,0.03125833333333333,1
S,C,ARIST,BIM,cv,2.437972191540961,9.333333333333334,1.1967293333333333,6
S,C,ASTRA,BIM,cv,3.207717300994128,11.941176470588236,0.2464201568627451,17
S,C,BAABA,BIM,cv,2.7222305975174037,11.2,0.4943264,10
S,C,BADI,BIM,cv,3.872983346207417,14,0.00254,1
S,C,BAMU,BIM,cv,3.872983346207417,14,0.003750999999999995,2
S,C,BOER4,BIM,cv,2.4574307848189494,9.416666666666666,1.7986573333333333,12
S,C,CHCO,BIM,cv,3.872983346207417,14,0.00625166666666666,1
S,C,CHCO2,BIM,cv,3.872983346207417,14,6.666666666666666e-4,1
S,C,CHER2,BIM,cv,2.515972094492581,9.555555555555555,0.8522059259259259,9
S,C,CHSES,BIM,cv,3.872983346207417,14,4.92e-4,1
S,C,COCA5,BIM,cv,3.8729833462074175,14,0.03233333333333333,1
S,C,CRCR3,BIM,cv,2.8768759225680878,11.257142857142858,0.38138739047619047,35
S,C,DAPU7,BIM,cv,2.2323961732198883,8.777777777777779,0.08887435185185184,36
S,C,DEPI,BIM,cv,3.0352319606017146,11.64,0.6460222266666666,25
S,C,DIWI2,BIM,cv,3.872983346207417,14,0.00161666666666666,1
S,C,ELEL5,BIM,cv,2.1069636415721216,9,3.881166666666666,1
S,C,ERAB2,BIM,cv,3.001774129426814,13,0.00501166666666666,2
S,C,GLBI2,BIM,cv,3.872983346207417,14,0.00625166666666666,1
S,C,GRCL,BIM,cv,1.9550596456508196,7.333333333333333,5.193552222222222,3
S,C,GUSA2,BIM,cv,2.9412786239727233,11.0625,6.365095666666667,32
S,C,GUSP,BIM,cv,3.7544895180179165,13.5,0.3125833333333333,2
S,C,HENE5,BIM,cv,3.872983346207417,14,0.1680416666666667,2
S,C,HODR,BIM,cv,1.782885585946928,8,0.457064,5
S,C,HYFIC,BIM,cv,3.872983346207417,14,0.0011306666666666655,6
S,C,IPPU4,BIM,cv,2.9584515233344795,11.5,0.04135972222222222,24
S,C,LACO13,BIM,cv,3.872983346207417,14,0.01131666666666666,1
S,C,LAOCO,BIM,cv,3.0848768803666187,11.875,0.1035,24
S,C,LATR2,BIM,cv,1.0147352170332649,2.727272727272727,46.29161260606061,33
S,C,LEFE,BIM,cv,2.709096175861377,7.424242424242424,1.7546248484848486,33
S,C,LIPU4,BIM,cv,3.872983346207417,14,0.008837777777777774,3
S,C,MAPIP,BIM,cv,3.251416006968092,12.333333333333334,0.11866662222222223,15
S,C,MELE2,BIM,cv,3.5972516099879814,13.555555555555555,0.2016423703703704,9
S,C,MESC,BIM,cv,1.779506774934777,9.5,0.5038843333333334,2
S,C,MILI3,BIM,cv,3.872983346207417,14,0.00981666666666666,1
S,C,MUAR,BIM,cv,3.0495232475499527,13,0.015404999999999999,2
S,C,MUAR2,BIM,cv,3.098654735034493,12.833333333333334,0.19541433333333333,6
S,C,MUPO2,BIM,cv,3.216858826738449,12.142857142857142,0.4537371428571429,7
S,C,"NAHI",BIM,cv,3.872983346207417,14,0.04494333333333333,4
S,C,NONE,BIM,cv,3.872983346207417,14,0.052,4
S,C,OECA10,BIM,cv,3.872983346207417,14,0.01250333333333333,1
S,C,OPMA8,BIM,cv,0.8914113327862643,2,92.25513333333332,1
S,C,OPPH,BIM,cv,3.7622803203386193,13,10.9668,1
S,C,PHCR,BIM,cv,3.349584251719316,13.15,0.016748666666666665,20
S,C,PLJA,BIM,cv,1.2850403077358683,4,7.1009400000000005,4
S,C,PLPA2,BIM,cv,3.040997227105075,10.904761904761905,0.08396907936507936,21
S,C,SAAB,BIM,cv,3.872983346207417,14,0.01287,2
S,C,SCBR2,BIM,cv,1.9893181725577103,6.642857142857143,1.0888214285714286,14
S,C,SCLA6,BIM,cv,3.872983346207417,14,0.15629166666666666,2
S,C,SEDI3,BIM,cv,2.8705282709856186,11.666666666666666,0.2271297777777778,3
S,C,SOEL,BIM,cv,3.095405803661526,11,0.09506666666666666,1
S,C,SPAI,BIM,cv,3.872983346207417,14,0.105315,1
S,C,SPHA,BIM,cv,3.872983346207417,14,8.333333333333334e-4,1
S,C,SPORO,BIM,cv,2.9183188229986006,11.476190476190476,0.21801590476190477,21
S,C,SPPO6,BIM,cv,3.3601637025608753,12.555555555555555,0.18018403703703706,18
S,C,STEM,BIM,cv,1.6083832291321978,9.7,0.2790666666666667,30
S,C,THAC,BIM,cv,2.0211019250838587,8.666666666666666,2.558117111111111,9
S,C,THME,BIM,cv,3.872983346207417,14,0.03125833333333333,1
S,C,THWR,BIM,cv,3.872983346207417,14,0.06251666666666666,1
S,C,TOAN,BIM,cv,3.314889221077309,13,0.03718333333333333,5
S,G,ALIN,BIM,cv,3.872983346207417,14,0.003999999999999995,2
S,G,ALMA4,BIM,cv,2.9703230733397064,12,0.2569435,2
S,G,APRAH,BIM,cv,3.2113453661723,11.285714285714286,0.6001599999999999,7
S,G,ARIST,BIM,cv,2.9952674756727653,11.666666666666666,2.2112,3
S,G,ASTRA,BIM,cv,3.1562980082875636,10.454545454545455,1.1664986363636363,22
S,G,BOER4,BIM,cv,0.5999348601285781,0.2727272727272727,42.67284072727273,22
S,G,BOGR2,BIM,cv,3.475639338701912,13.666666666666666,0.0655411111111111,3
S,G,CHER2,BIM,cv,1.7986600777103174,8.333333333333334,1.3824844444444444,3
S,G,CHSES,BIM,cv,3.872983346207417,14,4.92e-4,3
S,G,CRCR3,BIM,cv,2.4796259171362616,9.5,0.713592,22
S,G,CYACF,BIM,cv,2.1173151927766587,10.333333333333334,0.2984128888888889,3
S,G,DAPU7,BIM,cv,2.903308907810868,10.25,0.09917291666666667,8
S,G,DEPI,BIM,cv,2.9276022751614286,12.666666666666666,0.5877955925925926,9
S,G,EPTO,BIM,cv,0.6135895979186845,0,21.4467,1
S,G,ERAB2,BIM,cv,3.872983346207417,14,3.2333333333333335e-4,1
S,G,ERTE13,BIM,cv,2.9596022641784447,11,0.08406666666666666,1
S,G,ESVIV,BIM,cv,3.8729833462074175,14,0.00119666666666666,1
S,G,GAPU,BIM,cv,3.872983346207417,14,0.013128499999999994,2
S,G,GUSA2,BIM,cv,2.6239232602125457,10.777777777777779,7.846323703703704,18
S,G,HODR,BIM,cv,2.3887865379817677,9.214285714285714,0.4404742857142857,14
S,G,IPPU4,BIM,cv,1.9883989859548397,10.5,0.02360333333333333,2
S,G,LAOCO,BIM,cv,3.1396087108337016,13,0.092,1
S,G,LATR2,BIM,cv,2.323396716460913,8,35.151293333333335,2
S,G,LEFE,BIM,cv,2.7558747345422114,9.5,1.399985,2
S,G,LIPU4,BIM,cv,3.164342109212763,13.125,0.01305458333333333,8
S,G,MAFE,BIM,cv,3.326559012292254,13.166666666666666,0.014118888888888887,6
S,G,MAPIP,BIM,cv,3.092572757286311,11.75,0.4177367777777778,12
S,G,MIAL4,BIM,cv,3.872983346207417,14,0.01250333333333333,1
S,G,MUAR2,BIM,cv,2.097592383955012,8.75,0.7180075,4
S,G,OECA10,BIM,cv,3.0148561441724016,12.3125,0.11596841666666666,16
S,G,OPPH,BIM,cv,2.828270354481808,12,6.5676000000000005,2
S,G,PHCR,BIM,cv,2.6876645879034067,11.5,0.13403636363636365,22
S,G,PLJA,BIM,cv,2.1538763822907563,9.333333333333334,0.7244844444444444,3
S,G,PLPA2,BIM,cv,2.1156672207404843,7.5,0.25704448484848486,22
S,G,SATR12,BIM,cv,3.647635012684873,13.75,0.13275291666666666,8
S,G,SCBR2,BIM,cv,1.627460757377397,6.5,0.6686500000000001,2
S,G,SCPA10,BIM,cv,3.872983346207417,14,4.7866666666666663e-4,1
S,G,SOEL,BIM,cv,3.872983346207417,14,0.00306666666666666,1
S,G,SPCOC,BIM,cv,3.872983346207416,14,0.03847666666666667,1
S,G,SPLE,BIM,cv,3.3380214495571785,13.5,0.016730666666666658,2
S,G,SPORO,BIM,cv,2.1057719356562816,7.105263157894737,2.934169280701754,19
S,G,SPPO6,BIM,cv,2.502934877305177,10.733333333333333,0.3306594222222222,15
S,G,STEM,BIM,cv,1.716516405813988,11,0.208,1
S,G,TOAN,BIM,cv,3.872983346207417,14,0.024527142857142855,7
S,P,AGHE5,BIM,cv,3.872983346207417,14,0.01625433333333333,2
S,P,AMARA,BIM,cv,3.872983346207417,14,0.01475,1
S,P,ARFEF,BIM,cv,3.250547961936056,12.736842105263158,0.03947263157894736,19
S,P,ARIST,BIM,cv,3.0077848734004218,12.142857142857142,0.26181107936507936,21
S,P,ARLUL2,BIM,cv,2.084723350323768,8.5,0.27857000000000004,2
S,P,ASTRA,BIM,cv,3.1057181040889827,11.155555555555555,0.30002853333333335,45
S,P,BADI,BIM,cv,2.4712547006106553,10.4,0.050546,70
S,P,BAPT,BIM,cv,1.122655347640494,6,5.2476666666666665,1
S,P,BOCU,BIM,cv,2.270626202535858,8,0.6707966666666667,27
S,P,BOER4,BIM,cv,1.6901828354891946,5.476923076923077,8.807735302564103,65
S,P,BOGR2,BIM,cv,1.7402137331227874,5.621951219512195,0.5968324308943089,82
S,P,BOHI2,BIM,cv,2.3346197209524204,9.714285714285714,0.41006444444444445,63
S,P,BRBR2,BIM,cv,3.8729833462074175,14,0.08127166666666666,1
S,P,BRCA3,BIM,cv,3.256280973083848,13.5,1.1464133333333333,2
S,P,CHCHC3,BIM,cv,2.4960835450994616,11.875,0.057985499999999995,24
S,P,CHCO,BIM,cv,3.872983346207417,14,0.018755,2
S,P,CHCO2,BIM,cv,2.8946239478017386,12,0.009219999999999999,5
S,P,CHER2,BIM,cv,2.571172060445773,10,0.29094333333333333,6
S,P,CHFE3,BIM,cv,2.236336366446765,10.346153846153847,0.057259128205128206,26
S,P,CHIN2,BIM,cv,3.872983346207417,14,0.00161666666666666,1
S,P,CHSES,BIM,cv,3.872983346207417,14,0.00984,2
S,P,CINE,BIM,cv,2.638993314558738,13,0.00708,1
S,P,CRCI3,BIM,cv,3.872983346207417,14,0.21255666666666664,1
S,P,CRCR3,BIM,cv,3.0776120553485034,12.7,0.10833533333333333,10
S,P,CYIMI,BIM,cv,2.940356871910564,10.777777777777779,33.376908888888885,18
S,P,DAFO,BIM,cv,0.5400576994075224,2,17.9228,1
S,P,DAPU7,BIM,cv,3.872983346207417,14,0.00301666666666666,1
S,P,DEPI,BIM,cv,3.4688424263047244,13.173913043478262,0.2001620579710145,23
S,P,DRCUC,BIM,cv,3.6001886192902415,13.428571428571429,0.007898571428571425,7
S,P,ECCOC,BIM,cv,2.5931978304488084,7.666666666666667,2.0953633333333332,3
S,P,ECFEF3,BIM,cv,3.47164905669119,13.666666666666666,1.8907333333333334,3
S,P,ECIN2,BIM,cv,3.872983346207416,14,1.0770000000000002,1
S,P,ELEL5,BIM,cv,2.8173303523026454,12.1875,0.16373291666666667,16
S,P,ERCI,BIM,cv,3.8729833462074175,14,0.00265833333333333,1
S,P,ERCI6,BIM,cv,3.483084050644502,13.285714285714286,0.37111428571428573,7
S,P,ERFL,BIM,cv,2.971327949919106,11.571428571428571,0.11116266666666666,14
S,P,ERWR,BIM,cv,2.853097207900924,11.142857142857142,0.2286415238095238,7
S,P,FAPA,BIM,cv,3.872983346207417,14,0.32293333333333335,1
S,P,FUCR,BIM,cv,2.9483931588847136,13,0.10211055555555555,3
S,P,GIME,BIM,cv,3.215800354303903,12.931034482758621,0.02868747126436781,29
S,P,GLBI2,BIM,cv,3.3018131244264963,13.176470588235293,0.051815284313725486,68
S,P,GRCL,BIM,cv,3.872983346207417,14,0.9995333333333334,1
S,P,GUSA2,BIM,cv,2.739509965817192,11.347826086956522,2.486472463768116,23
S,P,HENA,BIM,cv,3.253029245082993,12.833333333333334,0.021464055555555552,6
S,P,HENE5,BIM,cv,3.872983346207417,14,0.020164999999999995,2
S,P,HEOB,BIM,cv,3.652367256107069,13.666666666666666,0.09210788888888889,3
S,P,HYVE,BIM,cv,3.872983346207417,14,0.032786518518518513,9
S,P,IPLA2,BIM,cv,3.872983346207417,14,0.0038799999999999933,3
S,P,IPLO2,BIM,cv,3.872983346207417,14,0.0033141666666666597,4
S,P,IPPU4,BIM,cv,3.872983346207417,14,0.0018753333333333313,5
S,P,JUMO,BIM,cv,1.7551569322437088,10.06060606060606,60.81480533333333,33
S,P,KRLA2,BIM,cv,3.872983346207417,14,0.17761333333333337,1
S,P,LAOCO,BIM,cv,3.074547148713184,12.23076923076923,0.1295926153846154,13
S,P,LEPI3,BIM,cv,2.317724005469531,6.838709677419355,0.1054527311827957,31
S,P,LOPL2,BIM,cv,3.4660413977942834,13.444444444444445,0.13545277777777778,9
S,P,LUBR2,BIM,cv,2.583140500630841,12.03448275862069,0.0806883908045977,29
S,P,LYPA,BIM,cv,3.872983346207417,14,0.08073333333333334,1
S,P,LYPH,BIM,cv,2.705105517238054,11.361702127659575,0.16819851063829785,47
S,P,MAFE,BIM,cv,3.400896381303723,13.142857142857142,0.01778333333333333,7
S,P,MAGR10,BIM,cv,3.872983346207417,14,3.2333333333333335e-4,1
S,P,MAHA4,BIM,cv,1.753951366578216,10,2.292826666666667,1
S,P,MAPIP,BIM,cv,3.872983346207417,14,0.00667666666666666,1
S,P,MELE2,BIM,cv,3.872983346207417,14,0.01198666666666666,1
S,P,MILI3,BIM,cv,2.944678862759078,12.666666666666666,0.022120222222222218,21
S,P,MIOX,BIM,cv,3.872983346207417,14,0.21568249999999997,2
S,P,MUAR2,BIM,cv,3.872983346207417,14,0.20766666666666667,3
S,P,MUPA2,BIM,cv,3.1791222434090405,12,1.4450596190476193,7
S,P,MUPO2,BIM,cv,3.872983346207417,14,0.006,1
S,P,MUTO2,BIM,cv,2.011830436597874,7,0.45196533333333333,34
S,P,NECA3,BIM,cv,3.155633894407785,12.533333333333333,0.05051346666666666,15
S,P,NOMI,BIM,cv,1.238338607969902,7.5,136.68153333333333,2
S,P,OECA10,BIM,cv,3.4752942467009547,13.5,0.050638499999999996,10
S,P,OPEN3,BIM,cv,2.9203585550291935,12.285714285714286,28.12301904761905,7
S,P,OPPH,BIM,cv,2.3833318959048135,10.076923076923077,24.18459,26
S,P,OPPOP,BIM,cv,3.872983346207417,14,0.9168444444444445,3
S,P,OPUNT,BIM,cv,3.612701265225985,13.642857142857142,0.17543671428571428,14
S,P,PELO3,BIM,cv,2.9052079505866018,13,0.04376166666666666,1
S,P,PHACE,BIM,cv,3.872983346207417,14,0.08813000000000001,2
S,P,PHCR,BIM,cv,2.9132021286748024,12,0.06143333333333333,2
S,P,PHHE4,BIM,cv,3.872983346207417,14,0.01250333333333333,3
S,P,PHLOL3,BIM,cv,3.872983346207417,14,0.0468875,2
S,P,PHYSA,BIM,cv,3.872983346207417,14,0.018754999999999997,2
S,P,PLJA,BIM,cv,2.7222697093905386,11,0.36916000000000004,7
S,P,PLPA2,BIM,cv,2.7868075527196314,11.235294117647058,0.06984815686274509,17
S,P,POFE,BIM,cv,3.1238664421079965,12.052631578947368,0.12895863157894738,19
S,P,RHMI3,BIM,cv,3.872983346207417,14,9.688,1
S,P,RHTR,BIM,cv,2.400575707163945,10.615384615384615,47.710026666666664,13
S,P,SCBR2,BIM,cv,3.872983346207417,14,0.0215,1
S,P,SCMU6,BIM,cv,3.872983346207417,14,9.699999999999967e-4,2
S,P,SIAL2,BIM,cv,3.8372616817235956,13.875,0.004162916666666664,8
S,P,SOEL,BIM,cv,2.344216457032242,10,0.124752,5
S,P,SOJA,BIM,cv,2.7710135438962116,12.333333333333334,0.08543944444444446,3
S,P,SPAI,BIM,cv,3.872983346207417,14,0.0918,1
S,P,SPCOC,BIM,cv,2.148137481858072,9.666666666666666,0.13595088888888887,3
S,P,SPHA,BIM,cv,3.872983346207417,14,0.009583333333333329,2
S,P,SPORO,BIM,cv,2.7237489051100074,10.692307692307692,0.935656435897436,26
S,P,SPPO6,BIM,cv,2.7541294156820038,11.153846153846153,0.28249671794871795,13
S,P,STPA4,BIM,cv,3.872983346207417,14,0.02275,1
S,P,TEAR4,BIM,cv,3.872983346207417,14,0.0066684444444444395,3
S,P,THWR,BIM,cv,3.534677404670359,13.454545454545455,0.040237999999999996,22
S,P,VINE,BIM,cv,3.872983346207417,14,1.82,1
S,P,VUOC,BIM,cv,3.400637828668027,13.296296296296296,0.05369833333333333,27
S,P,YUBA,BIM,cv,2.310717895509523,9.75,91.06782916666666,4
S,P,ZIGR,BIM,cv,2.9715900121172396,13,1.20119,2
F,B,ALIN,BM,cv,3.872983346207417,14,0.02666666666666667,1
F,B,ALMA4,BM,cv,2.5905251356610073,12.5,0.032979999999999995,2
F,B,AMPA,BM,cv,3.872983346207417,14,0.08161666666666666,3
F,B,APRAH,BM,cv,3.872983346207417,14,0.02748333333333333,1
F,B,ARAD,BM,cv,3.50798476821943,13.38888888888889,0.06777555555555555,18
F,B,ARIST,BM,cv,2.6613975598952417,11.055555555555555,3.308264160539533,18
F,B,ASTRA,BM,cv,3.4903721733602686,12.944444444444445,0.07295018518518519,18
F,B,BAWR,BM,cv,3.8729833462074175,14,0.572,1
F,B,BELY,BM,cv,3.872983346207417,14,0.00109933333333333,3
F,B,BOBA2,BM,cv,3.313191658033473,12.272727272727273,0.15958,11
F,B,BOER4,BM,cv,1.2007083477708562,3.3181818181818183,15.164972181818182,22
F,B,BOGR2,BM,cv,0.8254134581696994,0.2,22.7537552049926,30
F,B,BREUC2,BM,cv,3.3113944716271533,12.5,0.5015708333333333,4
F,B,CHAL11,BM,cv,1.8884206390672311,6.75,1.8454206666666666,8
F,B,CHCO,BM,cv,3.872983346207417,14,0.00549666666666666,1
F,B,CHCO2,BM,cv,2.8992763235437757,12.75,0.01570833333333333,4
F,B,CHER2,BM,cv,3.872983346207417,14,0.0892,1
F,B,CHIN2,BM,cv,3.872983346207417,14,0.034731874999999995,8
F,B,CHLA10,BM,cv,3.872983346207417,14,0.03761333333333334,1
F,B,CHRE4,BM,cv,3.218770315751267,13,0.02805833333333333,6
F,B,CHSE7,BM,cv,2.972208080610237,11.863636363636363,0.10404290909090909,22
F,B,CHSES,BM,cv,2.7658868495500424,9.066666666666666,0.57395352,30
F,B,CINE,BM,cv,1.5341512333518947,7,0.42893,1
F,B,COEQ,BM,cv,3.6607693468419855,13.428571428571429,0.28268571428571426,7
F,B,CRCR3,BM,cv,3.6261853398776815,13.8,0.003291199999999994,15
F,B,CYIMI,BM,cv,2.98138179247229,13,3.033066666666667,1
F,B,DAPU7,BM,cv,2.6788183436285107,10.176470588235293,0.39490183144588253,17
F,B,DEPI,BM,cv,3.872983346207417,14,0.00109933333333333,4
F,B,ECFEF3,BM,cv,2.004075884630817,9.666666666666666,0.3411544444444445,3
F,B,ECIN2,BM,cv,3.2680410745997723,12.75,0.14928833333333333,4
F,B,ELEL5,BM,cv,3.8729833462074175,14,0.0438,1
F,B,ENDE,BM,cv,2.976771692843843,11.333333333333334,0.25727933333333336,12
F,B,EPTO,BM,cv,3.872983346207417,14,0.9534666666666668,1
F,B,ERAB2,BM,cv,3.872983346207417,14,0.03795833333333333,1
F,B,ERCI,BM,cv,3.2911344531388282,13.428571428571429,0.011772619047619044,7
F,B,ERDI4,BM,cv,3.872983346207417,14,0.02748333333333333,1
F,B,ESVIV,BM,cv,3.872983346207416,14,0.011975,1
F,B,EUEX4,BM,cv,2.9692211859287556,11.4,0.07719206666666667,30
F,B,EVNU,BM,cv,2.7417933927555023,10.5,0.17039666666666667,6
F,B,FESTU,BM,cv,3.872983346207417,14,0.208,1
F,B,GACO5,BM,cv,2.0311712481569764,5.833333333333333,4.2465414444444445,6
F,B,GASUN,BM,cv,3.0355122465539024,12.166666666666666,0.06290961111111111,6
F,B,GLBI2,BM,cv,3.1834712029231564,12.277777777777779,0.15995299999999998,18
F,B,GRCL,BM,cv,1.1659731353586953,6,6.074033333333333,1
F,B,GUSA2,BM,cv,3.872983346207417,14,0.8724000000000001,1
F,B,HODR,BM,cv,2.819974880213456,12,0.1197,2
F,B,HYFIC,BM,cv,3.567114631359259,13.083333333333334,0.09858215555555556,12
F,B,HYVE,BM,cv,1.9830757913410046,11.5,0.21986666666666668,2
F,B,IPCO2,BM,cv,3.397783094752842,13,0.05410327777777778,12
F,B,KAPA,BM,cv,3.872983346207417,14,0.3108642952380952,7
F,B,LIIN2,BM,cv,3.872983346207417,14,0.010993333333333325,2
F,B,LIPU4,BM,cv,3.718036924522133,13.555555555555555,0.015183333333333328,9
F,B,MAHEH2,BM,cv,3.872983346207417,14,0.06386666666666667,1
F,B,MAPIP,BM,cv,2.970485895620774,12.75,0.17897533333333332,4
F,B,MELE2,BM,cv,3.4544600192477626,12.76923076923077,0.2590964102564102,13
F,B,MIAL4,BM,cv,3.334367416574132,12.9,0.3631098,10
F,B,MILI3,BM,cv,2.091231040698525,11.166666666666666,0.44142277777777783,6
F,B,MOCE,BM,cv,3.4801448868782385,13.5,0.04456291666666667,2
F,B,MUAR2,BM,cv,1.7293062406069795,6.285714285714286,2.6353160778240134,21
F,B,MUPO2,BM,cv,3.872983346207417,14,0.48561375000000007,2
F,B,MUSQ3,BM,cv,3.2847925447476047,13,0.019907037037037036,9
F,B,OECA10,BM,cv,3.687885476857641,13.625,0.0069395416666666624,16
F,B,PAHI5,BM,cv,3.8729833462074175,14,0.00531666666666666,1
F,B,PEAN,BM,cv,2.9204296536121648,10.833333333333334,0.08063333333333333,6
F,B,PEFE,BM,cv,1.4089921123386713,3,0.5161333333333333,1
F,B,PHCR,BM,cv,3.872983346207417,14,3.0366666666666666e-4,11
F,B,PLJA,BM,cv,2.12295962854705,7,10.112047072204374,12
F,B,PLPA2,BM,cv,3.4680940345253566,12.9,0.002391155555555553,30
F,B,POOL,BM,cv,3.4722647776745514,12.153846153846153,0.24950303589743592,13
F,B,PRPA2,BM,cv,3.872983346207417,14,0.00759166666666666,1
F,B,PSTAT,BM,cv,3.8729833462074175,14,0.01648999999999999,1
F,B,SAAB,BM,cv,3.872983346207417,14,0.004305599999999998,5
F,B,SATR12,BM,cv,2.8919157736558563,11.2,11.401918355555555,30
F,B,SCBR2,BM,cv,1.1347622297812245,3.6666666666666665,3.310388666666667,3
F,B,SEBA3,BM,cv,3.1639268986699918,12.75,0.018413833333333327,8
F,B,SEDI3,BM,cv,2.9953252895100553,12.5,0.4599,2
F,B,SEFLF,BM,cv,3.761643300385976,13.666666666666666,0.686548088888889,12
F,B,SOEL,BM,cv,2.732803589144211,10.454545454545455,0.3445129090909091,11
F,B,SPHA,BM,cv,2.9489625638011554,11.210526315789474,1.0259605263157896,19
F,B,SPORO,BM,cv,2.351896825106296,9.4,2.0283161733333332,25
F,B,SPPO6,BM,cv,3.4428113995934386,13.222222222222221,0.046538444444444445,9
F,B,STPA4,BM,cv,1.7735832098255224,7.666666666666667,2.09391,3
F,B,TECO,BM,cv,3.1591218041880147,11.5,0.26757773333333335,10
F,B,THME,BM,cv,3.872983346207417,14,0.00549666666666666,1
F,B,TRRA,BM,cv,3.2706566756609976,12.416666666666666,0.05631236111111111,12
F,B,ZIGR,BM,cv,3.0006415368903063,11.428571428571429,0.638976,7
F,C,APRAH,BM,cv,3.872983346207417,14,0.00109933333333333,1
F,C,ARAD,BM,cv,3.872983346207417,14,0.01808333333333333,4
F,C,ARIST,BM,cv,2.156823251088738,7.833333333333333,4.557667976554237,6
F,C,ARPA9,BM,cv,3.872983346207417,14,1.0488,2
F,C,ASTRA,BM,cv,3.383517031251193,13.142857142857142,0.02327780952380952,14
F,C,BAABA,BM,cv,2.652661080915657,9.833333333333334,1.7496653333333334,12
F,C,BAMU,BM,cv,3.872983346207417,14,0.00549666666666666,1
F,C,BOBA2,BM,cv,2.7402669497549854,11.821428571428571,0.29696705714285715,28
F,C,BOER4,BM,cv,2.6673735165781034,10.285714285714286,3.4992534285714285,14
F,C,CHER2,BM,cv,2.321610314464361,8.375,1.4219780833333333,8
F,C,CHRE4,BM,cv,3.461413255678879,13,0.018993333333333327,2
F,C,CHSE7,BM,cv,2.8328914711715374,12.15,0.1145649,40
F,C,CHSES,BM,cv,2.8160485713497976,11.947368421052632,0.3208351859649123,38
